StationID,endTime,rfd,tsoil,t2m,t60cm,t10m,rh,ws,wsmax,wdir,rain,dp
260,2021-09-07T20:00:00-05:00,1.334,26.32,26.39,25.89,25.81,92.7,3.61,6.37,92.7,0,25.11
260,2021-09-07T19:45:00-05:00,14.92,26.33,27.21,26.82,26.92,89.9,2.75,6.44,142.7,0,25.41
260,2021-09-07T19:30:00-05:00,34.75,26.33,27.69,27.75,27.39,87.8,2.27,5.36,267.5,0,25.48
260,2021-09-07T19:15:00-05:00,59.22,26.33,28.25,28.65,27.84,85.5,1.87,3.6,206.2,0,25.59
260,2021-09-07T19:00:00-05:00,68.01,26.31,28.26,28.25,27.89,83.2,2.42,4.07,285.4,0,25.14
260,2021-09-07T18:45:00-05:00,52.95,26.29,27.96,27.57,27.71,81.9,5.17,9.97,229.1,0,24.58
260,2021-09-07T18:30:00-05:00,50,26.26,28.26,27.89,27.97,80.7,5.68,8.46,215.6,0,24.63
260,2021-09-07T18:15:00-05:00,67.83,26.22,28.83,28.56,28.38,79.3,7.33,10.69,228.6,0,24.89
260,2021-09-07T18:00:00-05:00,89.6,26.17,29.47,29.5,28.8,76.4,4.94,9.22,215.3,0,24.89
260,2021-09-07T17:45:00-05:00,293.2,26.11,30.08,30.89,29.29,75.7,6.45,11.16,197,0,25.32
260,2021-09-07T17:30:00-05:00,353.7,26.04,29.71,30.26,29.04,77.8,7.1,12.63,172.9,0,25.42
260,2021-09-07T17:15:00-05:00,174.9,25.97,29.07,29.26,28.4,80.3,6.96,13.82,178.6,0,25.33
260,2021-09-07T17:00:00-05:00,379.8,25.89,29.81,30.22,28.93,78.1,10.02,18.14,193.7,0,25.59
260,2021-09-07T16:45:00-05:00,385.5,25.82,30.08,30.86,29.22,77.2,7.68,14.37,163.4,0,25.65
260,2021-09-07T16:30:00-05:00,610.8,25.76,30.1,30.95,29.31,76.4,6.84,15.26,184.7,0,25.5
260,2021-09-07T16:15:00-05:00,641.9,25.71,29.23,29.95,28.48,80.3,6.09,10.37,173.2,0,25.49
260,2021-09-07T16:00:00-05:00,513.4,25.68,28.42,28.94,27.89,83.3,6,11.44,192.6,0,25.32
260,2021-09-07T15:45:00-05:00,367.3,25.66,27.56,28.12,27.45,86.6,3.66,7.88,206,0,25.13
260,2021-09-07T15:30:00-05:00,418.6,25.68,27,27.94,27,89.3,2.7,6.16,9.64,0,25.09
260,2021-09-07T15:15:00-05:00,482.1,25.72,26.34,27.54,26.24,93.2,3.1,6.34,116.9,0,25.15
260,2021-09-07T15:00:00-05:00,467.7,25.79,25.54,26.13,25.29,95,3.89,7.2,89.3,0,24.68
260,2021-09-07T14:45:00-05:00,226.2,25.88,25.14,25.2,24.61,95.2,3.74,5.8,104.2,0,24.32
260,2021-09-07T14:30:00-05:00,136.3,26,24.7,24.61,24.33,95.1,2.51,4.82,138.1,0,23.86
260,2021-09-07T14:15:00-05:00,88,26.14,24.35,24.09,23.89,94.8,4.48,7.92,191.9,0,23.46
260,2021-09-07T14:00:00-05:00,53.05,26.21,24.29,23.77,23.97,93.9,5.6,14.08,350.3,0.07,23.25
260,2021-09-07T13:45:00-05:00,22.27,26.06,24.72,24.21,24.43,92.5,13.87,34.46,131,0.82,23.42
260,2021-09-07T13:30:00-05:00,32.38,25.97,24.82,24.29,24.83,89.4,11.99,37.08,181.8,0.19,22.96
260,2021-09-07T13:15:00-05:00,63.76,25.87,27.64,27.2,26.91,82.2,12.07,27.47,243.4,0.01,24.33
260,2021-09-07T13:00:00-05:00,132.8,25.76,29.54,29.47,28.84,76.2,6.97,10.98,246.6,0,24.91
260,2021-09-07T12:45:00-05:00,164.2,25.65,30.08,30.32,29.36,71.7,3.35,8.32,241.4,0,24.41
260,2021-09-07T12:30:00-05:00,391.2,25.53,30.52,31.02,29.56,70.7,6.61,10.4,259.6,0,24.6
260,2021-09-07T12:15:00-05:00,506.1,25.43,30.58,31.22,29.64,70.2,5.99,11.59,246.7,0,24.54
260,2021-09-07T12:00:00-05:00,690.5,25.34,30.75,31.71,29.97,70.6,3.62,8.35,239.8,0,24.8
260,2021-09-07T11:45:00-05:00,476.5,25.25,29.79,30.41,28.91,73.9,5.97,9.68,216.6,0,24.64
260,2021-09-07T11:30:00-05:00,357.7,25.15,29.31,29.73,28.59,76.2,3.11,7.52,198,0,24.69
260,2021-09-07T11:15:00-05:00,275.4,25.05,29.58,30.25,28.71,75.5,3.67,7.99,267.2,0,24.79
260,2021-09-07T11:00:00-05:00,473.9,24.97,29.58,30.34,28.67,76,2.86,7.63,279.3,0,24.9
260,2021-09-07T10:45:00-05:00,593.8,24.91,29.51,30.41,28.57,78.6,3.74,6.8,353.5,0,25.4
260,2021-09-07T10:30:00-05:00,500.6,24.86,29.29,30.38,28.54,81.4,2.45,4.79,82.2,0,25.78
260,2021-09-07T10:15:00-05:00,448.4,24.83,28.36,29.57,27.77,87.6,2.42,5.36,73.4,0,26.1
260,2021-09-07T10:00:00-05:00,418.7,24.82,27.11,28.47,27.2,94,2.2,4.68,79.7,0,26.06
260,2021-09-07T09:45:00-05:00,377.3,24.81,25.91,27.17,25.97,96,2.29,4.18,71.7,0,25.22
260,2021-09-07T09:30:00-05:00,247.2,24.81,24.61,25.11,24.45,96.6,3.5,4.97,23.96,0,24.03
260,2021-09-07T09:15:00-05:00,107.4,24.82,24.2,24.67,24.08,96.7,3,4.39,29.21,0,23.64
260,2021-09-07T09:00:00-05:00,151.6,24.83,23.72,24.18,23.69,96.9,1.63,2.88,90.1,0,23.2
260,2021-09-07T08:45:00-05:00,63.12,24.84,23.1,23.06,22.8,97,2.82,6.12,52.91,0,22.6
260,2021-09-07T08:30:00-05:00,31.02,24.87,23.05,22.86,22.71,97,1.92,3.6,71.2,0,22.55
260,2021-09-07T08:15:00-05:00,44.35,24.89,22.67,22.51,22.57,97,2.53,5.83,65.81,0,22.17
260,2021-09-07T08:00:00-05:00,32.23,24.92,22.16,21.75,22.4,97,3.84,7.52,20.6,0,21.66
260,2021-09-07T07:45:00-05:00,15.85,24.94,22.06,21.5,21.95,97,1.42,3.1,215.7,0,21.56
260,2021-09-07T07:30:00-05:00,10.32,24.98,22.04,21.2,22.03,97,1.33,2.27,35.58,0,21.54
260,2021-09-07T07:15:00-05:00,3.304,25.01,22.09,20.89,21.98,97,0.5,1.8,200.1,0,21.59
260,2021-09-07T07:00:00-05:00,0.896,25.03,22.05,20.88,22.15,97,0.89,1.8,17.63,0,21.55
260,2021-09-07T06:45:00-05:00,0.654,25.07,22.03,20.89,21.93,97,0.62,1.48,35.36,0,21.53
260,2021-09-07T06:30:00-05:00,0.645,25.1,22.15,20.98,22.05,96.9,0.6,1.66,167.7,0,21.63
260,2021-09-07T06:15:00-05:00,0.658,25.14,22.04,20.98,22.11,96.9,0.71,1.98,137.1,0,21.52
260,2021-09-07T06:00:00-05:00,0.656,25.17,22.01,21,22.29,96.9,1.12,2.05,32.56,0,21.5
260,2021-09-07T05:45:00-05:00,0.654,25.2,22.04,20.95,22.4,96.9,1.64,3.1,58.47,0,21.52
260,2021-09-07T05:30:00-05:00,0.649,25.24,22.16,20.96,22.16,96.9,0.8,1.26,291.8,0,21.64
260,2021-09-07T05:15:00-05:00,0.636,25.27,22.17,21.17,22.21,96.9,0.43,0.94,272.4,0,21.65
260,2021-09-07T05:00:00-05:00,0.612,25.31,22.14,21.07,22.48,96.8,0.87,1.8,87.6,0,21.61
260,2021-09-07T04:45:00-05:00,0.622,25.34,22.29,21.26,22.58,96.8,0.71,2.05,127.6,0,21.76
260,2021-09-07T04:30:00-05:00,0.639,25.38,22.31,21.21,22.54,96.8,1.28,3.42,138.7,0,21.78
260,2021-09-07T04:15:00-05:00,0.614,25.42,22.31,21.01,22.61,96.7,1.49,2.41,169.2,0,21.76
260,2021-09-07T04:00:00-05:00,0.591,25.45,22.4,21.18,22.73,96.7,2.24,3.31,160.3,0,21.85
260,2021-09-07T03:45:00-05:00,0.595,25.49,22.41,21.34,22.71,96.7,2.49,5.22,129.3,0,21.86
260,2021-09-07T03:30:00-05:00,0.587,25.53,22.46,21.23,22.69,96.7,3.07,5.36,138.8,0,21.91
260,2021-09-07T03:15:00-05:00,0.593,25.57,22.42,21.37,22.77,96.6,2.39,4.75,138.2,0,21.85
260,2021-09-07T03:00:00-05:00,0.592,25.62,22.45,21.52,22.71,96.6,3.66,6.19,140.9,0,21.88
260,2021-09-07T02:45:00-05:00,0.593,25.65,22.45,21.41,22.69,96.6,2.6,3.74,127.4,0,21.88
260,2021-09-07T02:30:00-05:00,0.592,25.7,22.43,21.56,22.63,96.5,2.66,4.03,136.1,0,21.85
260,2021-09-07T02:15:00-05:00,0.591,25.74,22.52,21.71,22.71,96.4,2.82,4.32,149,0,21.92
260,2021-09-07T02:00:00-05:00,0.591,25.78,22.56,21.72,22.36,96.4,3.03,5.18,126.9,0,21.96
260,2021-09-07T01:45:00-05:00,0.589,25.83,22.54,21.55,22.39,96.3,1.78,2.56,156.1,0,21.92
260,2021-09-07T01:30:00-05:00,0.586,25.87,22.67,21.67,22.5,96.3,2.59,3.64,96.3,0,22.05
260,2021-09-07T01:15:00-05:00,0.587,25.91,22.75,21.63,22.4,96.2,0.93,1.76,74,0,22.11
260,2021-09-07T01:00:00-05:00,0.587,25.96,22.78,21.6,22.5,96.1,0.9,1.76,235.8,0,22.13
260,2021-09-07T00:45:00-05:00,0.585,26,22.87,21.86,22.62,96.1,0.68,1.69,230.1,0,22.22
260,2021-09-07T00:30:00-05:00,0.585,26.05,22.93,21.94,22.76,96,1.01,2.12,339.8,0,22.26
260,2021-09-07T00:15:00-05:00,0.584,26.09,22.99,22.16,22.98,95.9,1.65,2.63,176.9,0,22.3
260,2021-09-07T00:00:00-05:00,0.585,26.14,23.09,22.26,23.11,95.8,2.99,5,119,0,22.38
260,2021-09-06T23:45:00-05:00,0.589,26.19,23.01,22.12,23.1,95.6,2.04,3.13,28.49,0,22.27
260,2021-09-06T23:30:00-05:00,0.587,26.24,23.26,22.37,23.14,95.4,2.33,3.89,232.1,0,22.48
260,2021-09-06T23:15:00-05:00,0.589,26.28,23.47,22.55,23.16,95.3,1.42,3.67,137.8,0,22.67
260,2021-09-06T23:00:00-05:00,0.593,26.33,23.63,22.73,23.36,95.1,2.96,4.79,107.8,0,22.8
260,2021-09-06T22:45:00-05:00,0.589,26.37,23.61,22.75,23.53,94.9,1.1,2.2,82.7,0,22.74
260,2021-09-06T22:30:00-05:00,0.587,26.42,23.76,22.82,23.67,94.8,2.11,3.89,80.8,0,22.88
260,2021-09-06T22:15:00-05:00,0.587,26.47,23.86,23.02,23.9,94.8,2.31,4.86,168.2,0,22.98
260,2021-09-06T22:00:00-05:00,0.593,26.51,23.94,23.17,23.88,94.9,3.91,5.62,125.4,0,23.07
260,2021-09-06T21:45:00-05:00,0.595,26.57,24,23.24,23.79,94.8,3.92,5.33,99.8,0,23.11
260,2021-09-06T21:30:00-05:00,0.597,26.61,23.97,23.25,23.74,94.7,3.64,5.15,122.7,0,23.07
260,2021-09-06T21:15:00-05:00,0.594,26.66,24.04,23.13,23.87,94.4,3.71,4.79,115,0,23.08
260,2021-09-06T21:00:00-05:00,0.614,26.7,24.19,23.09,23.99,93.8,2.19,3.85,227.9,0,23.13
260,2021-09-06T20:45:00-05:00,0.634,26.74,24.45,23.33,24.13,93.2,1.2,1.98,317.7,0,23.28
260,2021-09-06T20:30:00-05:00,0.665,26.77,24.65,23.74,24.47,92.1,1.19,2.05,359.6,0,23.28
260,2021-09-06T20:15:00-05:00,0.747,26.8,25.32,24.24,24.97,90.3,2.65,3.71,78,0,23.62
260,2021-09-06T20:00:00-05:00,1.863,26.82,26.12,25.19,25.58,87.5,1.66,2.56,121.4,0,23.88
260,2021-09-06T19:45:00-05:00,7.99,26.84,27.02,26.51,26.65,83.8,1.17,1.87,191.1,0,24.05
260,2021-09-06T19:30:00-05:00,20.86,26.84,28.05,27.94,27.52,78.5,1.94,4.39,302.7,0,23.96
260,2021-09-06T19:15:00-05:00,76.6,26.85,28.69,28.88,28.02,74.8,4.68,7.6,313.6,0,23.78
260,2021-09-06T19:00:00-05:00,143.9,26.86,29.18,29.59,28.36,72,4.96,7.27,295.6,0,23.62
260,2021-09-06T18:45:00-05:00,211.6,26.87,29.23,29.96,28.49,73.1,4.06,7.24,278.2,0,23.92
260,2021-09-06T18:30:00-05:00,162.3,26.89,28.1,28.19,27.44,76.8,3.2,5.47,274.8,0,23.65
260,2021-09-06T18:15:00-05:00,104.9,26.91,27.83,27.83,27.23,75.4,2.77,4.68,270.7,0,23.08
260,2021-09-06T18:00:00-05:00,108.6,26.92,27.86,27.83,27.25,75.2,2.87,4.97,303.7,0,23.07
260,2021-09-06T17:45:00-05:00,122.1,26.94,27.86,27.8,27.25,73.7,4.48,6.52,271.5,0,22.74
260,2021-09-06T17:30:00-05:00,145.6,26.96,28.08,28.08,27.44,71.7,4.89,8.82,286.2,0,22.49
260,2021-09-06T17:15:00-05:00,162.1,27,27.99,28.11,27.36,70.3,3.46,8.32,306.4,0,22.08
260,2021-09-06T17:00:00-05:00,196,27.04,28.3,28.38,27.71,65.38,5.25,15.45,117.6,0,21.19
260,2021-09-06T16:45:00-05:00,236.9,27.09,27.84,27.78,27.27,65.56,10.57,18.43,160,0,20.8
260,2021-09-06T16:30:00-05:00,198.6,27.13,27,26.84,26.51,68.78,12.44,23.26,189.4,0,20.78
260,2021-09-06T16:15:00-05:00,155.3,27.17,26.11,25.88,25.57,74,20.29,33.8,209.7,0,21.12
260,2021-09-06T16:00:00-05:00,187,27.2,25.85,25.72,25.22,79.4,24,35.89,206.1,0,22.02
260,2021-09-06T15:45:00-05:00,164.3,27.21,26.12,25.94,25.49,81.1,21.11,35.53,216.1,0,22.63
260,2021-09-06T15:30:00-05:00,151.4,27.2,25.77,25.68,25.23,85.3,15.95,24.98,239.2,0,23.12
260,2021-09-06T15:15:00-05:00,110,27.16,25.27,25.15,24.72,88.3,15.4,25.64,247.1,0,23.2
260,2021-09-06T15:00:00-05:00,97.8,27.09,25.57,25.41,24.86,86.8,14.53,27.29,258.4,0,23.21
260,2021-09-06T14:45:00-05:00,119.6,26.98,28.3,28.13,27.49,77.9,14.76,38.33,260.4,0,24.08
260,2021-09-06T14:30:00-05:00,209.5,26.85,30.2,30.18,29.47,68.37,8.32,18.25,270.8,0,23.74
260,2021-09-06T14:15:00-05:00,220,26.7,30.92,31.02,30.12,62.83,6.34,11.09,251.5,0,23.02
260,2021-09-06T14:00:00-05:00,510.2,26.55,31.75,32.47,30.9,60.22,3.77,9.4,248.4,0,23.1
260,2021-09-06T13:45:00-05:00,696.7,26.39,31.42,31.87,30.38,63.03,7.2,14.08,263.9,0,23.54
260,2021-09-06T13:30:00-05:00,624.2,26.24,31.43,32.21,30.42,63.2,5.32,12.86,207.3,0,23.6
260,2021-09-06T13:15:00-05:00,774,26.09,31.55,32.27,30.37,64.77,5.97,12.67,281,0,24.12
260,2021-09-06T13:00:00-05:00,755,25.95,31.21,31.95,30.16,61.85,6.77,14.15,242,0,23.03
260,2021-09-06T12:45:00-05:00,752,25.81,30.77,31.34,29.61,63.68,8.28,14.84,284.2,0,23.1
260,2021-09-06T12:30:00-05:00,772,25.68,30.93,31.84,29.89,69,5.57,13.24,252,0,24.59
260,2021-09-06T12:15:00-05:00,515.9,25.56,29.69,30.16,28.74,73.5,5.03,9.54,289.1,0,24.45
260,2021-09-06T12:00:00-05:00,660.7,25.45,30.24,30.89,28.86,73.9,10.44,15.26,281.1,0,25.07
260,2021-09-06T11:45:00-05:00,691.6,25.36,30.25,30.92,29.04,73.1,7.09,12.78,285,0,24.9
260,2021-09-06T11:30:00-05:00,694.1,25.29,29.91,30.5,28.71,74.2,7.5,14.03,268.8,0,24.82
260,2021-09-06T11:15:00-05:00,689.8,25.23,29.66,30.48,28.51,76.1,6.77,13.1,265,0,25
260,2021-09-06T11:00:00-05:00,565.6,25.17,28.82,29.31,27.88,79.3,7.4,12.57,211.8,0,24.88
260,2021-09-06T10:45:00-05:00,194.1,25.11,28.11,28.2,27.4,81.2,6.92,12.67,258.9,0,24.59
260,2021-09-06T10:30:00-05:00,204.3,25.05,28.1,28.38,27.34,81.7,6.97,11.52,284.9,0,24.68
260,2021-09-06T10:15:00-05:00,431.9,25.01,28.33,28.9,27.37,81,7.9,12.86,261.9,0,24.76
260,2021-09-06T10:00:00-05:00,413,24.99,28.44,29.11,27.47,81.6,6.11,11.7,258,0,24.99
260,2021-09-06T09:45:00-05:00,368.1,24.97,28.42,29.27,27.68,82.1,3.45,7.63,235.5,0,25.07
260,2021-09-06T09:30:00-05:00,331.3,24.96,27.74,28.61,27.27,85.8,2.73,5.51,167.5,0,25.15
260,2021-09-06T09:15:00-05:00,295,24.97,26.89,28.1,26.75,90.1,2.45,4.68,178.3,0,25.13
260,2021-09-06T09:00:00-05:00,252.8,24.99,25.91,27.15,26.22,94.7,1.75,3.31,190.1,0,24.99
260,2021-09-06T08:45:00-05:00,208.6,25.01,24.71,25.97,25.2,95.7,1.09,2.7,344.8,0,23.98
260,2021-09-06T08:30:00-05:00,167.9,25.03,23.66,24.79,24.15,96.1,1.13,2.23,212.7,0,23
260,2021-09-06T08:15:00-05:00,124.9,25.07,23.03,23.76,23.54,96.6,0.95,3.2,148.6,0,22.46
260,2021-09-06T08:00:00-05:00,82.4,25.1,21.76,22.07,22.04,96.8,1.2,1.98,133.2,0,21.23
260,2021-09-06T07:45:00-05:00,43.89,25.14,21.19,21.05,21.21,96.9,1.57,2.63,219,0,20.68
260,2021-09-06T07:30:00-05:00,16.39,25.18,21.08,20.31,20.91,96.9,1.38,2.34,177.2,0,20.57
260,2021-09-06T07:15:00-05:00,4.116,25.22,21.02,20.06,20.86,96.9,0.43,0.97,281.3,0,20.51
260,2021-09-06T07:00:00-05:00,1.06,25.26,21.07,20.09,20.91,96.9,0.78,1.37,356.7,0,20.56
260,2021-09-06T06:45:00-05:00,0.766,25.3,21.11,20.14,20.95,96.9,0.78,2.09,81.6,0,20.6
260,2021-09-06T06:30:00-05:00,0.762,25.34,21.18,20.31,21.06,96.8,0.91,1.91,180.8,0,20.65
260,2021-09-06T06:15:00-05:00,0.749,25.38,21.22,20.26,21.07,96.8,1.59,2.45,217.7,0,20.69
260,2021-09-06T06:00:00-05:00,0.758,25.42,21.29,20.18,21.12,96.8,0.94,1.26,213.1,0,20.76
260,2021-09-06T05:45:00-05:00,0.747,25.47,21.35,20.36,21.18,96.8,0.98,1.44,180.2,0,20.82
260,2021-09-06T05:30:00-05:00,0.737,25.51,21.42,20.6,21.21,96.8,1.3,1.69,120.5,0,20.89
260,2021-09-06T05:15:00-05:00,0.738,25.55,21.49,20.67,21.29,96.7,1.46,2.09,129.2,0,20.94
260,2021-09-06T05:00:00-05:00,0.746,25.6,21.61,20.63,21.34,96.7,1.33,1.91,94.5,0,21.06
260,2021-09-06T04:45:00-05:00,0.733,25.64,21.68,20.7,21.41,96.7,1.05,1.8,150.1,0,21.13
260,2021-09-06T04:30:00-05:00,0.679,25.69,21.57,20.63,21.41,96.7,0.73,1.58,186.4,0,21.02
260,2021-09-06T04:15:00-05:00,0.69,25.74,21.74,20.73,21.52,96.6,1.22,2.2,303.2,0,21.18
260,2021-09-06T04:00:00-05:00,0.692,25.79,21.86,21,21.55,96.6,0.9,1.37,239.3,0,21.3
260,2021-09-06T03:45:00-05:00,0.698,25.84,21.91,20.67,21.66,96.6,0.97,1.91,192.7,0,21.34
260,2021-09-06T03:30:00-05:00,0.7,25.89,21.94,20.6,21.73,96.5,0.36,0.79,240.1,0,21.36
260,2021-09-06T03:15:00-05:00,0.704,25.94,21.98,20.8,21.84,96.5,0.28,1.12,95.2,0,21.4
260,2021-09-06T03:00:00-05:00,0.675,25.99,22,20.96,21.96,96.4,1.27,1.66,120.2,0,21.4
260,2021-09-06T02:45:00-05:00,0.674,26.04,21.98,21.1,22.04,96.3,1.12,2.38,256.1,0,21.36
260,2021-09-06T02:30:00-05:00,0.687,26.1,22.12,21.16,22.13,96.3,2.14,4.07,18.98,0,21.5
260,2021-09-06T02:15:00-05:00,0.697,26.15,22.32,21,22.22,96.3,1.18,1.76,56.26,0,21.7
260,2021-09-06T02:00:00-05:00,0.7,26.21,22.37,21.27,22.25,96.2,0.69,1.22,315.1,0,21.74
260,2021-09-06T01:45:00-05:00,0.691,26.27,22.53,21.37,22.45,96.1,1.22,2.3,222.6,0,21.88
260,2021-09-06T01:30:00-05:00,0.71,26.32,22.43,21.43,22.67,96,1.35,2.09,117.7,0,21.76
260,2021-09-06T01:15:00-05:00,0.686,26.38,22.61,21.62,22.87,95.9,2.08,2.84,351,0,21.92
260,2021-09-06T01:00:00-05:00,0.686,26.44,22.81,21.9,22.8,95.9,1.62,2.45,304.3,0,22.12
260,2021-09-06T00:45:00-05:00,0.679,26.5,22.87,22.01,23.04,95.8,1.46,3.46,272.3,0,22.16
260,2021-09-06T00:30:00-05:00,0.685,26.56,22.97,22.13,23.16,95.7,1.79,2.84,268.7,0,22.25
260,2021-09-06T00:15:00-05:00,0.683,26.61,23.03,22.06,23.29,95.6,1.36,3.13,270.1,0,22.29
260,2021-09-06T00:00:00-05:00,0.698,26.68,23.14,22.28,23.59,95.4,2.76,4.21,249,0,22.36
